domain,count
"6.1.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.2.0.f.f.ip6.arpa",4
"6.1.16.172.in-addr.arpa",4
"6.21.168.192.in-addr.arpa",22
"6.22.168.192.in-addr.arpa",16
"6.229.168.192.in-addr.arpa",58
"6.23.168.192.in-addr.arpa",26
"6.24.168.192.in-addr.arpa",8
"6.25.168.192.in-addr.arpa",6
"6.26.168.192.in-addr.arpa",10
"6.27.168.192.in-addr.arpa",10
"6.28.168.192.in-addr.arpa",14
"6.8.e.9.e.4.e.f.f.f.9.2.c.0.2.0.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa",2
"6.b.3.f.e.9.e.f.f.f.5.c.e.a.e.b.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa",2
"6.b.3.f.e.9.e.f.f.f.5.c.e.a.e.b.2.0.2.0.8.1.c.0.b.b.d.0.1.0.0.2.ip6.arpa",2
"6.b.3.f.e.9.f.f.1.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.2.0.f.f.ip6.arpa",2
"6.b.7.2.c.b.c.f.0.b.7.1.6.9.c.9.3.0.2.0.8.1.c.0.b.b.d.0.1.0.0.2.ip6.arpa",2
"60.1.16.172.in-addr.arpa",4
"60.2.168.192.in-addr.arpa",12
"60.202.168.192.in-addr.arpa",36
"60.21.168.192.in-addr.arpa",20
"60.22.168.192.in-addr.arpa",16
"60.229.168.192.in-addr.arpa",58
"60.23.168.192.in-addr.arpa",16
"60.24.168.192.in-addr.arpa",8
"60.25.168.192.in-addr.arpa",6
"60.26.168.192.in-addr.arpa",6
"60.27.168.192.in-addr.arpa",12
"60.28.168.192.in-addr.arpa",14
"61.21.168.192.in-addr.arpa",22
"61.22.168.192.in-addr.arpa",16
"61.229.168.192.in-addr.arpa",58
"61.23.168.192.in-addr.arpa",14
"61.24.168.192.in-addr.arpa",8
"61.25.168.192.in-addr.arpa",6
"61.26.168.192.in-addr.arpa",6
"61.27.168.192.in-addr.arpa",10
"61.28.168.192.in-addr.arpa",16
"62.2.105.10.in-addr.arpa",156
"62.202.168.192.in-addr.arpa",4
"62.21.168.192.in-addr.arpa",20
"62.22.168.192.in-addr.arpa",18
"62.229.168.192.in-addr.arpa",58
"62.23.168.192.in-addr.arpa",14
"62.24.168.192.in-addr.arpa",8
"62.25.168.192.in-addr.arpa",6
"62.26.168.192.in-addr.arpa",6
"62.27.168.192.in-addr.arpa",10
"62.28.168.192.in-addr.arpa",14
"62.8.16.172.in-addr.arpa",4
"63.203.168.192.in-addr.arpa",84
"63.21.168.192.in-addr.arpa",20
"63.22.168.192.in-addr.arpa",16
"63.229.168.192.in-addr.arpa",58
"63.23.168.192.in-addr.arpa",16
"63.24.168.192.in-addr.arpa",8
"63.25.168.192.in-addr.arpa",6
"63.26.168.192.in-addr.arpa",6
"63.27.168.192.in-addr.arpa",12
"63.28.168.192.in-addr.arpa",14
"63.6.16.172.in-addr.arpa",8
"64.21.168.192.in-addr.arpa",22
"64.22.168.192.in-addr.arpa",16
"64.229.168.192.in-addr.arpa",58
"64.23.168.192.in-addr.arpa",14
"64.24.168.192.in-addr.arpa",10
"64.25.168.192.in-addr.arpa",6
"64.26.168.192.in-addr.arpa",6
"64.27.168.192.in-addr.arpa",10
"64.28.168.192.in-addr.arpa",16
"65.202.168.192.in-addr.arpa",4
"65.21.168.192.in-addr.arpa",20
"65.22.168.192.in-addr.arpa",18
"65.229.168.192.in-addr.arpa",58
"65.23.168.192.in-addr.arpa",14
"65.24.168.192.in-addr.arpa",8
"65.25.168.192.in-addr.arpa",8
"65.26.168.192.in-addr.arpa",6
"65.27.168.192.in-addr.arpa",10
"65.28.168.192.in-addr.arpa",14
"66.21.168.192.in-addr.arpa",20
"66.22.168.192.in-addr.arpa",16
"66.229.168.192.in-addr.arpa",58
"66.23.168.192.in-addr.arpa",16
"66.24.168.192.in-addr.arpa",8
"66.25.168.192.in-addr.arpa",6
"66.26.168.192.in-addr.arpa",6
"66.27.168.192.in-addr.arpa",10
"66.28.168.192.in-addr.arpa",14
"67.202.168.192.in-addr.arpa",2
"67.21.168.192.in-addr.arpa",22
"67.22.168.192.in-addr.arpa",16
"67.229.168.192.in-addr.arpa",58
"67.23.168.192.in-addr.arpa",14
"67.24.168.192.in-addr.arpa",10
"67.25.168.192.in-addr.arpa",6
"67.26.168.192.in-addr.arpa",6
"67.27.168.192.in-addr.arpa",10
"67.28.168.192.in-addr.arpa",14
"68.202.168.192.in-addr.arpa",60
"68.21.168.192.in-addr.arpa",20
"68.22.168.192.in-addr.arpa",18
"68.229.168.192.in-addr.arpa",58
"68.23.168.192.in-addr.arpa",14
"68.24.168.192.in-addr.arpa",8
"68.25.168.192.in-addr.arpa",8
"68.26.168.192.in-addr.arpa",6
"68.27.168.192.in-addr.arpa",10
"68.28.168.192.in-addr.arpa",14
"69.202.168.192.in-addr.arpa",6
"69.21.168.192.in-addr.arpa",20
"69.22.168.192.in-addr.arpa",16
"69.229.168.192.in-addr.arpa",58
"69.23.168.192.in-addr.arpa",16
"69.24.168.192.in-addr.arpa",8
"69.25.168.192.in-addr.arpa",6
"69.26.168.192.in-addr.arpa",8
"69.27.168.192.in-addr.arpa",10
"69.28.168.192.in-addr.arpa",14
6pagv3b9,2
6ycmmzti,8
"7-courier.push.apple.com",48
"7.0.105.10.in-addr.arpa",4
"7.0.5.d.7.a.e.f.f.f.9.2.c.0.2.0.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa",6
"7.0.5.d.7.a.e.f.f.f.9.2.c.0.2.0.5.5.3.0.8.1.c.0.b.b.d.0.1.0.0.2.ip6.arpa",8
"7.1.16.172.in-addr.arpa",4
"7.21.168.192.in-addr.arpa",22
"7.22.168.192.in-addr.arpa",16
"7.229.168.192.in-addr.arpa",58
"7.23.168.192.in-addr.arpa",22
"7.24.168.192.in-addr.arpa",10
"7.25.168.192.in-addr.arpa",6
"7.26.168.192.in-addr.arpa",6
"7.27.168.192.in-addr.arpa",12
"7.28.168.192.in-addr.arpa",14
"7.3.e.8.0.0.1.6.d.2.5.8.0.3.1.9.2.0.2.0.8.1.c.0.b.b.d.0.1.0.0.2.ip6.arpa",2
"7.3.e.8.0.0.f.f.1.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.2.0.f.f.ip6.arpa",2
"7.d.2.f.d.9.e.f.f.f.7.4.6.1.2.0.1.0.0.0.8.1.c.0.b.b.d.0.1.0.0.2.ip6.arpa",8
"7.e.b.4.1.4.e.f.f.f.9.2.c.0.2.0.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa",4
"7.e.b.4.1.4.e.f.f.f.9.2.c.0.2.0.2.0.2.0.8.1.c.0.b.b.d.0.1.0.0.2.ip6.arpa",8
"7.e.b.4.1.4.e.f.f.f.9.2.c.0.2.0.4.0.2.0.8.1.c.0.b.b.d.0.1.0.0.2.ip6.arpa",16
"7.e.b.4.1.4.e.f.f.f.9.2.c.2.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa",10
"70.204.168.192.in-addr.arpa",88
"70.21.168.192.in-addr.arpa",22
"70.22.168.192.in-addr.arpa",16
"70.229.168.192.in-addr.arpa",58
"70.23.168.192.in-addr.arpa",14
"70.24.168.192.in-addr.arpa",10
"70.25.168.192.in-addr.arpa",6
"70.26.168.192.in-addr.arpa",6
"70.27.168.192.in-addr.arpa",10
"70.28.168.192.in-addr.arpa",14
"71.202.168.192.in-addr.arpa",188
"71.21.168.192.in-addr.arpa",20
"71.22.168.192.in-addr.arpa",18
"71.229.168.192.in-addr.arpa",58
"71.23.168.192.in-addr.arpa",14
"71.24.168.192.in-addr.arpa",8
"71.25.168.192.in-addr.arpa",8
"71.26.168.192.in-addr.arpa",6
"71.27.168.192.in-addr.arpa",10
"71.28.168.192.in-addr.arpa",14
"72.2.105.10.in-addr.arpa",2
"72.21.168.192.in-addr.arpa",20
"72.22.168.192.in-addr.arpa",16
"72.229.168.192.in-addr.arpa",58
"72.23.168.192.in-addr.arpa",16
"72.24.168.192.in-addr.arpa",8
"72.25.168.192.in-addr.arpa",6
"72.26.168.192.in-addr.arpa",8
"72.27.168.192.in-addr.arpa",10
"72.28.168.192.in-addr.arpa",14
"73.21.168.192.in-addr.arpa",20
"73.22.168.192.in-addr.arpa",16
"73.229.168.192.in-addr.arpa",58
"73.23.168.192.in-addr.arpa",14
"73.24.168.192.in-addr.arpa",10
"73.25.168.192.in-addr.arpa",6
"73.26.168.192.in-addr.arpa",6
"73.27.168.192.in-addr.arpa",12
"73.28.168.192.in-addr.arpa",14
"74.202.168.192.in-addr.arpa",2
"74.21.168.192.in-addr.arpa",20
"74.22.168.192.in-addr.arpa",18
"74.229.168.192.in-addr.arpa",58
"74.23.168.192.in-addr.arpa",14
"74.24.168.192.in-addr.arpa",8
"74.25.168.192.in-addr.arpa",8
"74.26.168.192.in-addr.arpa",6
"74.27.168.192.in-addr.arpa",10
"74.28.168.192.in-addr.arpa",16
"75.202.168.192.in-addr.arpa",38
"75.21.168.192.in-addr.arpa",20
"75.22.168.192.in-addr.arpa",16
"75.229.168.192.in-addr.arpa",58
"75.23.168.192.in-addr.arpa",16
"75.24.168.192.in-addr.arpa",8
"75.25.168.192.in-addr.arpa",6
"75.26.168.192.in-addr.arpa",8
"75.27.168.192.in-addr.arpa",10
"75.28.168.192.in-addr.arpa",14
"76.202.168.192.in-addr.arpa",8
"76.21.168.192.in-addr.arpa",20
"76.22.168.192.in-addr.arpa",16
"76.229.168.192.in-addr.arpa",58
"76.23.168.192.in-addr.arpa",14
"76.24.168.192.in-addr.arpa",10
"76.25.168.192.in-addr.arpa",6
"76.26.168.192.in-addr.arpa",6
"76.27.168.192.in-addr.arpa",12
"76.28.168.192.in-addr.arpa",14
"77.202.168.192.in-addr.arpa",144
"77.21.168.192.in-addr.arpa",20
"77.22.168.192.in-addr.arpa",16
"77.229.168.192.in-addr.arpa",58
"77.23.168.192.in-addr.arpa",14
"77.24.168.192.in-addr.arpa",8
"77.25.168.192.in-addr.arpa",8
"77.26.168.192.in-addr.arpa",6
"77.27.168.192.in-addr.arpa",10
"77.28.168.192.in-addr.arpa",16
"78.202.168.192.in-addr.arpa",26
"78.21.168.192.in-addr.arpa",20
"78.22.168.192.in-addr.arpa",16
"78.229.168.192.in-addr.arpa",58
"78.23.168.192.in-addr.arpa",14
"78.24.168.192.in-addr.arpa",8
"78.25.168.192.in-addr.arpa",6
"78.26.168.192.in-addr.arpa",8
"78.27.168.192.in-addr.arpa",10
"78.28.168.192.in-addr.arpa",14
"79.202.168.192.in-addr.arpa",914
"79.21.168.192.in-addr.arpa",20
"79.22.168.192.in-addr.arpa",16
"79.229.168.192.in-addr.arpa",58
"79.23.168.192.in-addr.arpa",14
"79.24.168.192.in-addr.arpa",12
"79.25.168.192.in-addr.arpa",6
"79.26.168.192.in-addr.arpa",6
"79.27.168.192.in-addr.arpa",12
"79.28.168.192.in-addr.arpa",14
"8-courier.push.apple.com",4
"8.0.e.1.1.8.c.e.1.c.5.1.c.5.c.b.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa",2
"8.0.e.9.4.8.6.2.4.6.8.8.f.2.d.3.5.5.3.0.8.1.c.0.b.b.d.0.1.0.0.2.ip6.arpa",6
"8.1.16.172.in-addr.arpa",4
"8.21.168.192.in-addr.arpa",24
"8.22.168.192.in-addr.arpa",16
"8.229.168.192.in-addr.arpa",58
"8.23.168.192.in-addr.arpa",22
"8.24.168.192.in-addr.arpa",8
"8.25.168.192.in-addr.arpa",8
"8.26.168.192.in-addr.arpa",8
"8.27.168.192.in-addr.arpa",10
"8.28.168.192.in-addr.arpa",16
"8.3.3.1.0.8.5.9.5.c.a.b.e.1.8.5.2.0.2.0.8.1.c.0.b.b.d.0.1.0.0.2.ip6.arpa",2
"8.a.f.4.1.2.f.8.5.f.1.8.7.6.4.e.5.5.1.0.8.1.c.0.b.b.d.0.1.0.0.0.ip6.arpa",2
"8.a.f.4.1.2.f.8.5.f.1.8.7.6.4.e.5.5.1.0.8.1.c.0.b.b.d.0.1.0.0.2.ip6.arpa",10
"8.b.d.3.0.b.b.b.6.8.7.5.a.8.c.9.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa",4
"8.c.a.d.f.2.a.a.5.3.e.b.b.2.0.5.2.0.2.0.8.1.c.0.b.b.d.0.1.0.0.2.ip6.arpa",32
"8.d.8.a.3.5.e.f.f.f.2.1.d.8.a.b.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa",28
"8.d.8.a.3.5.e.f.f.f.2.1.d.8.a.b.2.0.2.0.8.1.c.0.b.b.d.0.1.0.0.2.ip6.arpa",44
"8.d.8.a.3.5.f.f.1.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.2.0.f.f.ip6.arpa",2
"80.202.168.192.in-addr.arpa",184
"80.21.168.192.in-addr.arpa",22
"80.22.168.192.in-addr.arpa",16
"80.229.168.192.in-addr.arpa",58
"80.23.168.192.in-addr.arpa",14
"80.24.168.192.in-addr.arpa",8
"80.25.168.192.in-addr.arpa",8
"80.26.168.192.in-addr.arpa",6
"80.27.168.192.in-addr.arpa",10
"80.28.168.192.in-addr.arpa",16
"81.0.0.0.in-addr.arpa",2
"81.202.168.192.in-addr.arpa",12
"81.21.168.192.in-addr.arpa",20
"81.22.168.192.in-addr.arpa",18
"81.229.168.192.in-addr.arpa",58
"81.23.168.192.in-addr.arpa",14
"81.24.168.192.in-addr.arpa",8
"81.25.168.192.in-addr.arpa",6
"81.26.168.192.in-addr.arpa",8
"81.27.168.192.in-addr.arpa",10
"81.28.168.192.in-addr.arpa",14
"82.202.168.192.in-addr.arpa",6
"82.21.168.192.in-addr.arpa",20
"82.22.168.192.in-addr.arpa",16
"82.229.168.192.in-addr.arpa",58
"82.23.168.192.in-addr.arpa",14
"82.24.168.192.in-addr.arpa",8
"82.25.168.192.in-addr.arpa",6
"82.26.168.192.in-addr.arpa",6
"82.27.168.192.in-addr.arpa",12
"82.28.168.192.in-addr.arpa",14
"83.202.168.192.in-addr.arpa",2
"83.21.168.192.in-addr.arpa",22
"83.22.168.192.in-addr.arpa",16
"83.229.168.192.in-addr.arpa",58
"83.23.168.192.in-addr.arpa",14
"83.24.168.192.in-addr.arpa",8
"83.25.168.192.in-addr.arpa",6
"83.26.168.192.in-addr.arpa",6
"83.27.168.192.in-addr.arpa",10
"83.28.168.192.in-addr.arpa",16
"84.202.168.192.in-addr.arpa",212
"84.21.168.192.in-addr.arpa",20
"84.22.168.192.in-addr.arpa",18
"84.229.168.192.in-addr.arpa",58
"84.23.168.192.in-addr.arpa",14
"84.24.168.192.in-addr.arpa",8
"84.25.168.192.in-addr.arpa",6
"84.26.168.192.in-addr.arpa",10
"84.27.168.192.in-addr.arpa",10
"84.28.168.192.in-addr.arpa",14
"85.202.168.192.in-addr.arpa",8
"85.21.168.192.in-addr.arpa",20
"85.22.168.192.in-addr.arpa",16
"85.229.168.192.in-addr.arpa",58
"85.23.168.192.in-addr.arpa",16
"85.24.168.192.in-addr.arpa",8
"85.25.168.192.in-addr.arpa",6
"85.26.168.192.in-addr.arpa",6
"85.27.168.192.in-addr.arpa",12
"85.28.168.192.in-addr.arpa",14
"86.21.168.192.in-addr.arpa",22
"86.22.168.192.in-addr.arpa",16
"86.229.168.192.in-addr.arpa",58
"86.23.168.192.in-addr.arpa",14
"86.24.168.192.in-addr.arpa",10
"86.25.168.192.in-addr.arpa",6
"86.26.168.192.in-addr.arpa",6
"86.27.168.192.in-addr.arpa",10
"86.28.168.192.in-addr.arpa",16
"87.202.168.192.in-addr.arpa",10
"87.21.168.192.in-addr.arpa",20
"87.22.168.192.in-addr.arpa",18
"87.229.168.192.in-addr.arpa",58
"87.23.168.192.in-addr.arpa",14
"87.24.168.192.in-addr.arpa",8
"87.25.168.192.in-addr.arpa",6
"87.26.168.192.in-addr.arpa",6
"87.27.168.192.in-addr.arpa",10
"87.28.168.192.in-addr.arpa",14
"88.202.168.192.in-addr.arpa",54
"88.21.168.192.in-addr.arpa",20
"88.22.168.192.in-addr.arpa",16
"88.229.168.192.in-addr.arpa",58
"88.23.168.192.in-addr.arpa",16
"88.24.168.192.in-addr.arpa",8
"88.25.168.192.in-addr.arpa",6
"88.26.168.192.in-addr.arpa",6
"88.27.168.192.in-addr.arpa",10
"88.28.168.192.in-addr.arpa",14
"89.21.168.192.in-addr.arpa",22
"89.22.168.192.in-addr.arpa",16
"89.229.168.192.in-addr.arpa",58
"89.23.168.192.in-addr.arpa",14
"89.24.168.192.in-addr.arpa",10
"89.25.168.192.in-addr.arpa",6
"89.26.168.192.in-addr.arpa",6
"89.27.168.192.in-addr.arpa",10
"89.28.168.192.in-addr.arpa",16
"9-courier.push.apple.com",68
"9.1.16.172.in-addr.arpa",4
"9.202.168.192.in-addr.arpa",4
"9.21.168.192.in-addr.arpa",22
"9.22.168.192.in-addr.arpa",16
"9.229.168.192.in-addr.arpa",58
"9.23.168.192.in-addr.arpa",22
"9.24.168.192.in-addr.arpa",8
"9.25.168.192.in-addr.arpa",6
"9.26.168.192.in-addr.arpa",8
"9.27.168.192.in-addr.arpa",12
"9.28.168.192.in-addr.arpa",14
"9.6.8.6.f.5.e.f.f.f.a.c.0.c.2.0.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa",4
"9.6.8.6.f.5.e.f.f.f.a.c.0.c.2.0.2.0.2.0.8.1.c.0.b.b.d.0.1.0.0.2.ip6.arpa",2
"9.6.8.6.f.5.f.f.1.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.2.0.f.f.ip6.arpa",2
"9.7.4.a.9.4.2.4.f.5.c.b.1.3.0.0.3.0.2.0.8.1.c.0.b.b.d.0.1.0.0.2.ip6.arpa",2
"9.9.3.e.6.9.b.5.b.c.f.a.b.6.4.c.2.0.2.0.8.1.c.0.b.b.d.0.1.0.0.2.ip6.arpa",4
"90.10.8.128.in-addr.arpa",8
"90.202.168.192.in-addr.arpa",46
"90.21.168.192.in-addr.arpa",20
"90.22.168.192.in-addr.arpa",18
"90.229.168.192.in-addr.arpa",58
"90.23.168.192.in-addr.arpa",14
"90.24.168.192.in-addr.arpa",8
"90.25.168.192.in-addr.arpa",8
"90.26.168.192.in-addr.arpa",6
"90.27.168.192.in-addr.arpa",10
"90.28.168.192.in-addr.arpa",14
"91.202.168.192.in-addr.arpa",4
"91.21.168.192.in-addr.arpa",20
"91.22.168.192.in-addr.arpa",16
"91.229.168.192.in-addr.arpa",58
"91.23.168.192.in-addr.arpa",16
"91.24.168.192.in-addr.arpa",8
"91.25.168.192.in-addr.arpa",6
"91.26.168.192.in-addr.arpa",8
"91.27.168.192.in-addr.arpa",10
"91.28.168.192.in-addr.arpa",14
"92.202.168.192.in-addr.arpa",28
"92.21.168.192.in-addr.arpa",22
"92.22.168.192.in-addr.arpa",16
"92.229.168.192.in-addr.arpa",58
"92.23.168.192.in-addr.arpa",14
"92.24.168.192.in-addr.arpa",10
"92.25.168.192.in-addr.arpa",6
"92.26.168.192.in-addr.arpa",6
"92.27.168.192.in-addr.arpa",10
"92.28.168.192.in-addr.arpa",14
"93.202.168.192.in-addr.arpa",68
"93.21.168.192.in-addr.arpa",20
"93.22.168.192.in-addr.arpa",18
"93.229.168.192.in-addr.arpa",58
"93.23.168.192.in-addr.arpa",14
"93.24.168.192.in-addr.arpa",8
"93.25.168.192.in-addr.arpa",8
"93.26.168.192.in-addr.arpa",6
"93.27.168.192.in-addr.arpa",10
"93.28.168.192.in-addr.arpa",14
"94.202.168.192.in-addr.arpa",42
"94.21.168.192.in-addr.arpa",20
"94.22.168.192.in-addr.arpa",16
"94.229.168.192.in-addr.arpa",58
"94.23.168.192.in-addr.arpa",16
"94.24.168.192.in-addr.arpa",8
"94.25.168.192.in-addr.arpa",6
"94.26.168.192.in-addr.arpa",8
"94.27.168.192.in-addr.arpa",10
"94.28.168.192.in-addr.arpa",14
"95.202.168.192.in-addr.arpa",42
"95.21.168.192.in-addr.arpa",22
"95.22.168.192.in-addr.arpa",16
"95.229.168.192.in-addr.arpa",58
"95.23.168.192.in-addr.arpa",14
"95.24.168.192.in-addr.arpa",10
"95.25.168.192.in-addr.arpa",6
"95.26.168.192.in-addr.arpa",6
"95.27.168.192.in-addr.arpa",12
"95.28.168.192.in-addr.arpa",14
"96.202.168.192.in-addr.arpa",138
"96.21.168.192.in-addr.arpa",20
"96.22.168.192.in-addr.arpa",18
"96.229.168.192.in-addr.arpa",58
"96.23.168.192.in-addr.arpa",14
"96.24.168.192.in-addr.arpa",8
"96.25.168.192.in-addr.arpa",8
"96.26.168.192.in-addr.arpa",6
"96.27.168.192.in-addr.arpa",10
"96.28.168.192.in-addr.arpa",14
"97.204.14.72.in-addr.arpa",2
"97.21.168.192.in-addr.arpa",20
"97.22.168.192.in-addr.arpa",16
"97.229.168.192.in-addr.arpa",58
"97.23.168.192.in-addr.arpa",16
"97.24.168.192.in-addr.arpa",8
"97.25.168.192.in-addr.arpa",6
"97.26.168.192.in-addr.arpa",8
"97.27.168.192.in-addr.arpa",10
"97.28.168.192.in-addr.arpa",14
"98.202.168.192.in-addr.arpa",30
"98.21.168.192.in-addr.arpa",20
"98.22.168.192.in-addr.arpa",16
"98.229.168.192.in-addr.arpa",58
"98.23.168.192.in-addr.arpa",14
"98.24.168.192.in-addr.arpa",10
"98.25.168.192.in-addr.arpa",6
"98.26.168.192.in-addr.arpa",6
"98.27.168.192.in-addr.arpa",12
"98.28.168.192.in-addr.arpa",14
"99.21.168.192.in-addr.arpa",20
"99.22.168.192.in-addr.arpa",16
"99.229.168.192.in-addr.arpa",58
"99.23.168.192.in-addr.arpa",14
"99.23.68.192.in-addr.arpa",8
"99.24.168.192.in-addr.arpa",8
"99.25.168.192.in-addr.arpa",8
"99.26.168.192.in-addr.arpa",6
"99.27.168.192.in-addr.arpa",10
"99.28.168.192.in-addr.arpa",16
9pv3j47g,8
":::1",20
"?",42
"ACME-59B220905E",178
"ACME-TEXMCXHENX",4
AD,2
AFISMNIMWH,12
AKJRLOKBUA,6
AMJLSFGJIR,6
AMUYQFEPCU,2
APHHXHQSLP,6
"API.EYE.FI",4726
"ARMMF.ADOBE.COM",1796
BANCKJEIWM,6
BFKONTGUSU,6
BQPDUPYSBU,6
BWPUWPFRHO,12
BWTBOURWQW,6
BYJMDGQDFQ,6
"C.MICROSOFT.COM",6
C02GN35UDJWR,950
CBJDUGNZPN,6
CBLCYNZTXK,6
CCBC,1386
"CCUN-LT420S",2318
CIBNQEDSXF,12
CJPDWAMZPV,6
CKIEXAMVEL,6
CLIENT,130
"CLK.ATDMT.COM",12
CLNNMTCPCJ,12
COLLECTIVE,838
"CONN.SKYPE.COM",72
"CONTENT.IE5",3058
"CREATE.MSDN.COM",12
CRFWUSTCPX,6
"CSI.GSTATIC.COM",24
CSUOKZOTUE,12
CWEPO,3390
CWFS,84
CWREP1,888
CZMDUZNKXM,6
"D.DROPBOX.COM",3090
"DATA.T00LS.ORG",222
DDUPHEWHYC,12
DFVVUGLLYX,6
"DIST.DIVX.COM",6
"DL.JAVAFX.COM",18
"DL2.HTC.COM",428
"DOCS.GOOGLE.COM",6
"DOKUWIKI.ORG",222
DVNOZSTFUY,12
"DW.COM.COM",12
DWREP1,888
EAL18668N337,66
EDDQJTWGMC,12
EGUSZJACJJ,6
EHOIPLPXFA,6
EIVXGJQRTS,12
EJKDURTDZR,6
EMR,18
EMRDB,12
EPSON3F9EDB,18
EWREP,300
EWREP1,894
EXCHANGE,2
EXDOPBXEVY,6
FILE,66
FL,20
FLDGDEEBKO,6
FOBKTMFMHZ,6
FQWAMDPRZZ,12
"FREEPBX.ORG",174
FSAGMOUHHG,6
FZZDSQLOIN,12
"G.CEIPMSN.COM",84
"G0.GSTATIC.COM",18
"GEORGIA-8EEDC09",204
"GFE.NVIDIA.COM",300
GLO,6
GLOBALCATLDAP,6
GOOGLE,3030
"GOOGLE.COM",6
GOZHAWRLEZ,2
GYPRKWPFTX,6
GZMSFFSYMC,12
"HA.CKERS.ORG",6
HAEAXJJZXO,12
HFGJVNOEEO,6
HPE8AA67,13576
HPQIWWPFJI,6
HTTP,30
"I1.YTIMG.COM",14
I2,3096
"I2.YTIMG.COM",12
"I3.YTIMG.COM",12
"I4.YTIMG.COM",12
IKKNVMTLXP,12
IL,50
ISATAP,13096
"ISATAP.HOME",316
JAWTCGVAFC,6
JCOAPJOGCY,6
JEODQSRMDK,6
"JIGSAW.W3.ORG",224
JIMODMTUCY,6
JMFEGAZNUT,6
JNRAESAUPY,6
JQVLSJCSJT,6
JRKDDSXQSC,6
JWQJSQEAQN,6
KGSTOCPWKB,6
KGUPQMEEBX,6
KIDVTOJUOE,12
KKRPXTBOGT,6
"LABADMIN-641491",1820
"LABADMIN-C554CB",56
"LAPTOP1-PC",124
"LAPTOP8-PC",150
"LENOVO-E33AADF9",4672
LHHFEQGACY,10
LMETKWOPEQ,6
LOCALHOST,658
LOCALLOW,3082
"LOGIN.LIVE.COM",30
LQMCUWCBUA,12
"LSO-PC",26
"MACBOOKPRO-3ED3",72
MACROMEDIA,3084
"MAIL.GOOGLE.COM",414
"MAPS.GOOGLE.COM",24
METASPLOITABLE,4
MFTBGEZQUY,6
MINIME,488
MISIJBKQOI,6
MLESMIAAMP,6
MOKFFGTWCQ,6
MSHOME,378
MSUVMTFPJP,6
MXADNRINJV,6
MYGROUP,930
NAS,24
"NEWS.GOOGLE.COM",6
"NONE-B91CFA7B93",40
NORTON,3022
"NOSCRIPT.NET",6
NPBTRAVIUR,6
NRJEVJXQTH,6
NSINSEMOKZ,6
NTMLNXEHFW,6
NUNXIICEZQ,6
NVLNUVVGSW,12
NY,300
NZPIXSDFFS,6
OEAFYMXOJX,6
OFFICE,2960
OGXYGWNDOA,6
OPSZUPVHJN,6
OREO,12
"OWNER-PC",222
"PA-AD",42
PCDR,2964
PGFGXRDUXF,6
PIXWLLMIRB,6
PKSVTCWAUM,6
"PLUMMECM-PC",546
"PLUS.GOOGLE.COM",556
PRINTER,4200
PROGRAM,24
PXRIWWMVBC,6
PXRJBYECWA,6
QAHSUDETIM,12
QBFHEHVKJN,6
QCFHJJIGNI,6
QCKFAYJMUW,6
QUENTFDJMI,6
QUPJGZSVMC,6
QYKDMKGGTB,6
RNOUCYNLMQ,12
RUXBMQOKCN,6
RVALFOQHQZ,12
RYCRKRVZRV,6
"S.YTIMG.COM",6
"SA.WINDOWS.COM",48
"SCADA-AQUISITIO",478
"SDS-MACBOOK-PRO",998
"SEARCH.VUZE.COM",6
"SECTOOLS.ORG",18
"SECURE.66.COM",6
SERAZHNSMY,6
SESVENMZUT,6
SGYXXIBEYA,6
SPPCWJAQOD,6
SQL,2
"SSL.GSTATIC.COM",90
STAFF,62
STEVELAPTOP,456
"STUDENT-4",40
"SUPPORT.EYE.FI",12
SYDDNDGUOH,6
SYSCOMLAN,6
"TALK.GOOGLE.COM",332
"TEAM-F5ED9A2BB8",176
TIRANI,1894
TNFRNHEKDF,6
TOIVAOFRNL,6
TTXQWTUAEO,6
TTZRCMXPQA,6
TX,56
UBUNTU,20
"UI.SKYPE.COM",54
UIACJPIHAB,6
UJPPDRRIDZ,6
UNRHFBHVHC,6
UODLFRMBTJ,12
"UPDATE.66.COM",6
"UPNP.ORG",6
UPYEUADVFB,6
UTDVQAOPJS,6
UVITGWIAHU,6
UWPKDLUJMR,12
UXWJJAXGBR,6
VDFYTXNSGT,6
VEOYKGHPKO,6
